authors,title,abstract,year,pub_date,n_cited,source,kws,fos,anzsrc_2020,auth_affils,link,links,bib_src,scopus_id,lens_id,dims_id
"Gavronski, P.G.; Ziegelmann, F.A.",Measuring systemic risk via GAS models and extreme value theory: revisiting the 2007 financial crisis,"The advent of the 2007 financial crisis showed that risk measures formulated so far did not perform as expected. This poor performance may bring serious consequences for the system stability, possibly causing very adverse effects on the banking and insurance industries. In this paper we propose a new systemic risk measure based on extreme value theory, the Financial System Dependence Index (FSDI) which uses the spread of Credit Default Swaps (CDS) of financial institutions as the data source. Furthermore we add time dynamics for this measure, which is described by a GAS model. We motivate the quality of FSDI by comparing it to the risk measure proposed by Segoviano and Goodhart (2009), the Bank Stability Index (BSI), through a horse race based on the ideas of Rodr guez-Moreno and Pe a (2013). In our empirical analysis, FSDI outperformed BSI. 2020",2021,2021-01-01,5,Finance Research Letters,cds; extreme value; gas; pareto; systemic risk,,,"Gavronski, P.G. (Universidade Federal do Rio Grande do Sul, Brazil); Ziegelmann, F.A. (Universidade Federal do Rio Grande do Sul, Brazil)",https://dx.doi.org/10.1016/j.frl.2020.101498,https://dx.doi.org/10.1016/j.frl.2020.101498,biblio,2-s2.0-85086459336,,
"Liu, J.; Cheng, Y.; Zhou, Y.; Li, X.; Kang, H.; Sriboonchitta, S.",Systemic risk contribution and contagion of industrial sectors in china: from the global financial crisis to the COVID-19 pandemic,"This paper investigates the risk contribution of 29 industrial sectors to the China stock market by using one-factor with Durante generator copulas (FDG) and component expected shortfall (CES) analyses. Risk contagion between the systemically most important sector and other sectors is examined using a copula-based ΔCoVaR approach. The data cover the 2008 global financial crisis and the beginning of the COVID-19 pandemic. The empirical show that the banking sector contributed most to systemic risk before and during the global financial crisis. Nonbank finance became equally important in 2020, and the COVID-19 pandemic promoted the position of the computer and pharmaceuticals sectors. The spillover effect diminishes over time, but there remains risk contagion between sectors. The risk spillover trend is consistent with that of systemic risk. 2021 Jianxu Liu et al.",2021,2021-01-01,2,Journal of Mathematics,,,,"Liu, J. (Shandong University of Finance and Economics, Faculty of Economics, Jinan, 250000, China, Chiang Mai University, Faculty of Economics, Chiang Mai, 50200, Thailand); Cheng, Y. (Chiang Mai University, Faculty of Economics, Chiang Mai, 50200, Thailand); Zhou, Y. (Chiang Mai University, Faculty of Economics, Chiang Mai, 50200, Thailand); Li, X. (Shandong University of Finance and Economics, Faculty of Economics, Jinan, 250000, China); Kang, H. (Shandong University of Finance and Economics, School of International Trade and Economics, Jinan, 250000, China); Sriboonchitta, S. (Chiang Mai University, Faculty of Economics, Chiang Mai, 50200, Thailand)",https://dx.doi.org/10.1155/2021/9373614,https://dx.doi.org/10.1155/2021/9373614,biblio,2-s2.0-85122769828,,
"Hellwig, M.",Twelve years after the financial crisis too-big-to-fail is still with us,"This article comments on the Consultation Report published by the Financial Stability Board (FSB) evaluating the success of regulatory reforms since the global financial crisis of 2007 2009. It argues that the FSB’s assessment of the role of equity is too narrow, being phrased in terms of bankruptcy avoidance and risk-taking incentives, without attention to debt overhang creating distortions in funding choices, the systemic impact of ample equity reducing deleveraging needs after losses, or equity contributing to smoothing of lending and asset purchases over time. The FSB’s treatment of systemic risk also pays too little attention to the mutual interdependence of different parts of the system, which is not well captured by linear causal relationships. Finally, the article points out that bank resolution of systemically important institutions is still not viable, due to lack of political acceptance of single-point-of-entry procedures and bail-in. Within the European Union, this viability is further undermined by the lack of sufficient funding for banks in resolution and the lack of fiscal backstops.",2021,2021-01-27,1,Journal of Financial Regulation,,Business; Systemic risk; Financial crisis; Too big to fail; Financial system,,,http://dx.doi.org/10.1093/jfr/fjaa012,https://academic.oup.com/jfr/article/7/1/175/6121251 https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3292133,biblio,,065-008-327-177-233,
"Hamill, P.A.; Li, Y.; Pantelous, A.A.; Vigne, S.A.; Waterworth, J.",Was a deterioration in connectedness’ a leading indicator of the european sovereign debt crisis,"This paper investigates network connectedness of European sovereign bond markets from 2005 to 2011. To overcome weaknesses in alternative methodologies to estimate network connectedness we adopt the unified methodology recommended by Diebold and Yilmaz (2014). Our analysis shows that European sovereign bond market connectedness deteriorated with the onset of the global financial crisis which was exacerbated by the European sovereign debt crisis, with some peripheral countries deteriorating into isolation by 2011. Dynamic connectedness modelling shows that the Lanne-Nyberg (2016) total connectedness measure was much more volatile than the Pesaran-Shin (1998) approach and suggests that the Lanne-Nyberg variance decomposition was a leading indicator of instability from early 2008 to July 2008, and should be used as these decomposition methods lead to different systemic risk and vulnerability rankings. 2021 Elsevier B.V.",2021,2021-01-01,9,"Journal of International Financial Markets, Institutions and Money",connectedness; financial crisis; networks; sovereign bonds,,,"Hamill, P.A. (Abu Dhabi University, PO Box. 59911, Abu Dhabi, United Arab Emirates); Li, Y. (Hull University Business School, University of Hull, United Kingdom); Pantelous, A.A. (Monash Business School, Monash University, Melbourne, Australia); Vigne, S.A. (Trinity Business School, Trinity College Dublin, Dublin 2, Ireland); Waterworth, J. (Queen's Management School, Queen's University Belfast, Riddel Hall, 185 Stranmillis Road, BT9 5EE, United Kingdom)",https://dx.doi.org/10.1016/j.intfin.2021.101300,https://dx.doi.org/10.1016/j.intfin.2021.101300,biblio,2-s2.0-85101311609,,
"Bakkar, Y.; Rugemintwari, C.; Tarazi, A.","Charter value, risk-taking and systemic risk in banking before and after the global financial crisis of 2007-2008","We investigate how bank charter value affects risk for a sample of OECD banks by using standalone and systemic risk measures before, during, and after the global financial crisis of 2007 2008. Prio...",2020,2020-02-14,6,Applied Economics,,Systemic risk; Economics; Value (economics); Charter; Financial crisis; Bank regulation; Risk taking; Sample (statistics); Financial system,,,http://dx.doi.org/10.1080/00036846.2020.1725234,https://www.tandfonline.com/doi/full/10.1080/00036846.2020.1725234 https://ideas.repec.org/a/taf/applec/v52y2020i36p3898-3918.html https://pure.qub.ac.uk/en/publications/charter-value-risk-taking-and-systemic-risk-in-banking-before-and,biblio,,153-833-709-530-119,
"Wei, S.",Conceptualizing the regulatory thicketchina's financial markets after the global financial crisis,"This book examines the regulatory framework, regulatory s, regulatory logics, regulatory instruments, regulatory failures, and regulatory responses in China’s financial market after the global financial crisis. The book provides an in-depth analysis of China’s contemporary financial regulatory system, focusing on risks, regulation, and policies in practice. By drawing on public and private interest theories relating to financial regulation, the book contends that the controlled development of the banking sector, and the financial sector generally, has transformed China’s banks into more market-oriented institutions and increased public sector growth. However, China’s financial market and financial regulation have some inherent weaknesses and deficiencies. This book also offers insights into how this can be improved or adapted to minimize systemic risks in China’s financial sector. This book tries to prove that financial regulation is not just a vehicle for maintaining efficient financial markets but a primary tool through which the Chinese government achieves its political and economic s. More fundamentally, according to the law and finance theory, strong market and vibrant judicial systems are needed to further modernize China’s financial markets and market economy. The book will be a useful reference for anyone interested in learning from the Chinese experience.",2020,2020-10-18,1,,,Business; Systemic risk; Public sector; Government; China; Financial market; Financial crisis; Market economy; Financial regulation; Politics,,,https://www.amazon.com/Conceptualizing-Regulatory-Thicket-Financial-Routledge/dp/0367410532,https://www.amazon.com/Conceptualizing-Regulatory-Thicket-Financial-Routledge/dp/0367410532 https://www.bookdepository.com/Conceptualizing-Regulatory-Thicket-Shen-Wei/9780367410537 https://www.taylorfrancis.com/books/mono/10.4324/9780367814458/conceptualizing-regulatory-thicket-shen-wei https://www.taylorfrancis.com/books/9780367814458 https://openlibrary.org/books/OL29518995M/Conceptualizing_the_Regulatory_Thicket,biblio,,089-308-223-707-143,
"Goodell, G.; Al-Nakib, H.D.; Tasca, P.",Digital currency and economic crises: helping states respond,"The current crisis, at the time of writing, has had a profound impact on the financial world, introducing the need for creative approaches to revitalising the economy at the micro level as well as the macro level. In this informal analysis and design proposal, we describe how infrastructure for digital assets can serve as a useful monetary and fiscal policy tool and an enabler of existing tools in the future, particularly during crises, while aligning the trajectory of financial technology innovation toward a brighter future. We propose an approach to digital currency that would allow people without banking relationships to transact electronically and privately, including both internet purchases and point-of-sale purchases that are required to be cashless. We also propose an approach to digital currency that would allow for more efficient and transparent clearing and settlement, implementation of monetary and fiscal policy, and management of systemic risk. The digital currency could be implemented as central bank digital currency (CBDC), or it could be issued by the government and collateralised by public funds or Treasury assets. Our proposed architecture allows both manifestations and would be operated by banks and other money services businesses, operating within a framework overseen by government regulators. We argue that now is the time for action to undertake development of such a system, not only because of the current crisis but also in anticipation of future crises resulting from geopolitical risks, the continued globalisation of the digital economy, and the changing value and risks that technology brings.",2020,2020-06-04,0,Arxiv (cornell University),,Digital currency; Treasury; Currency; Business; Monetary policy; Globalization; Economics; Financial system; Finance; Monetary economics; Market economy; Archaeology; History,,,http://dx.doi.org/10.48550/arxiv.2006.03023,,biblio,,050-530-472-327-83X,
"Al-Yahyaee, K.H.; Mensi, W.; Rehman, M.U.; Vo, X.V.; Kang, S.H.",Do islamic stocks outperform conventional stock sectors during normal and crisis periods extreme co-movements and portfolio management analysis,"This study (i) compares the performance of 22 Islamic and conventional Dow Jones stock market indices during the recent pre-crisis and post-crisis periods, namely, the global financial crisis (GFC) and the European sovereign debt crisis (ESDC) (ii) analyzes the time-frequency co-movements between conventional and Islamic stock sectors and (iii) evaluates portfolio risk management. We apply different performance measures, namely, the Sharpe, Roy, Treynor, Omega, and Alpha Jensen. These are based on the capital asset pricing model-exponential generalized autoregressive conditional heteroscedasticity (CAPM-EGARCH) model, and the cross wavelet transform approach, the wavelet approach, and the conditional value at risk (CVaR). using the Alpha Jensen performance measure show that Islamic equity returns dominate conventional equity returns during the full sample period. However, the pre-crisis periods are dominated by higher conventional equity returns, irrespective of the return measures employed. During the GFC, the ESDC, and the post-crisis periods, Islamic equity returns dominate their conventional counterparts. Moreover, the co-movements of sectors vary over time and across frequencies and depend on major events. We find that portfolios consisting of Islamic and conventional equity markets within the industrial and utilities sectors offer maximum risk reductions in terms of portfolio value at risk (VaR). Whereas, portfolios consisting of Islamic and conventional stock markets of aggregate equities, basic materials, consumer services, and technologies highlight traces of low-diversification benefits across the entire sampling period. The consumer goods, energy, financial, healthcare, and telecommunications sectors highlight the least diversification benefits in terms of differences in portfolio VaR. Evidence of systemic risk is reported. 2020 Elsevier B.V.",2020,2020-01-01,32,Pacific Basin Finance Journal,conditional var; islamic and conventional stock sectors; performance indices; wavelet approach,,,"Al-Yahyaee, K.H. (Department of Economics and Finance, College of Economics and Political Science, Sultan Qaboos University, Muscat, Oman); Mensi, W. (Department of Economics and Finance, College of Economics and Political Science, Sultan Qaboos University, Muscat, Oman, Institute of Business Research, University of Economics Ho Chi Minh City, Viet Nam); Rehman, M.U. (Institute of Business Research, University of Economics Ho Chi Minh City, Viet Nam, South Ural State University, 76, Lenin prospekt, Chelyabinsk, Russian Federation); Vo, X.V. (Institute of Business REsearch and CFVG, University of Economics Ho Chi Minh City, Viet Nam); Kang, S.H. (Department of Business Administration, Pusan National University, Busan, 609-735, South Korea, School of Commerce, University of South Australia, Adelaide, Australia)",https://dx.doi.org/10.1016/j.pacfin.2020.101385,https://dx.doi.org/10.1016/j.pacfin.2020.101385,biblio,2-s2.0-85087418075,,
"Baryshych, L.; Dusengumukiza, D.",Generalized autoregressive conditional heteroskedasticity modeling of oneyear maturity government bonds of greece during sovereign debt crisis of eurozone in,"ination of international trade imbalances, the impact of the global crisis from 2007 to 2012, failure in bailout approaches of European governments that troubled banking industries and private bondholders, high-risk lending and borrowing policies enforced by unrestricted credit requirements during the period from 2002 to 2008 and fiscal policy choices related to government revenues and expenses. The is to model the boiling state of the Greek local financial market before the peak of the Sovereign Debt Crisis of Eurozone in 2009, modelling the insights of foreign investors and credit rating organizations. We will identify a set of primary risk factors and their effect on both the local economy and the markets involved to validate the analysis done. In this paper will use both statistical analysis and macroeconomic data modelling techniques to identify a set of primary risk factors or economic variables and their effect on both the local economy of Greece and the markets involved. The selected method of modeling is Generalized autoregressive conditional heteroskedasticity models. The research is based on the data provided by World Bank Data Portal. obtained are fitted of 2006-2009 years data Autoregressive Conditional Heteroskedasticity (ARCH) and Generalized Autoregressive Conditional Heteroskedasticity (GARCH) models, forecasting market volatility in 2010 and on. We have discovered, that the Auto Regressive Integrated Moving Average model is not suitable for this problem as there was no notable autocorrelation. The volatility seems to fade out. This observation coincides with reality, as the crisis is about to peak and descend. Systemic risk indicators, primarily used for forecasting state-wide risk, are usually built on insider data of rating agencies or financial institutions. In this paper we obtain close to Systemic Stress Indicator provided by European Central Bank (ECB) using ARCH and GARCH models on public data. The practical importance is model generation principle, which allows creating a risk indicator based on public financial data. Key words: economy, Single Financial Market, macroeconomic models, commodities prices, risk indicators.",2020,2020-01-01,0,"Scientific Bulletin of Mukachevo State University. Series ""economics""",,Government; Economics; Autoregressive conditional heteroskedasticity; Sovereign debt; Maturity (finance); Monetary economics; Bond,,,http://dx.doi.org/10.31339/2313-8114-2020-1(13)-184-191,http://dx.doi.org/10.31339/2313-8114-2020-1(13)-184-191,biblio,,105-044-470-359-045,
"Kabundi, A.N.; De, S.F.N.",Growth and inflation implications of systemic risk in the euro area banking industry: lessons from the financial crisis,"This study has two s. It first assesses the output and inflation effects of systemic risk-taking in the euro area banking sector using a factor-augmented vector autoregressive model that exploits a 519 time-series rich dataset, including coherent measures of systemic risk in all its forms and its time dimension. Then, it evaluates whether the systemic risk measures can be used as early warning signals of severe negative nominal growth outcomes using the Receiver Operating Characteristic approach. The main findings are that, overall, real GDP growth and inflation react negatively to a one-standard deviation shock to systemic risk measures of the euro area banking industry. Inflation depicts a more pronounced response than GDP. There is heterogeneity in the strength of the responses across diverse forms of systemic risk and their time dimension. Specifically, short-term systemic risk measures tend to portray stronger effects on output and inflation than their conditional forward counterparts. In particular, systemic risk in the form of banking sector vulnerability associated with interconnectedness and contagion plays a considerable role in depressing economic activity in the euro area. Finally, all but one systemic risk measure predict with high accuracy the extreme macro-financial instability in the euro area that followed Lehman Brothers’ collapse. The systemic risk measures are potentially good candidates to be included in a macroprudential-policy toolkit for calibrating instruments at thresholds that reflect policymakers’ risk preferences.",2020,2020-01-01,2,Ssrn Electronic Journal,,,"35 Commerce, Management, Tourism and Services; 3502 Banking, Finance and Investment; 38 Economics; 3801 Applied Economics; 3802 Econometrics","Kabundi, A.N. (World Bank); De Simone, F.N. (Universite du Luxembourg - Luxembourg School of Finance; Sacred Heart University)",,,biblio,,,pub.1126799896
"Bell, S.; Hindmoor, A.",Knowledge and governance: can systemic risk in financial markets be managed the case of the euro crisis,"The crystallization of systemic risk in financial markets occurs when financial actors collectively (if unwillingly) bring on a major financial crisis through the withholding of credit and asset fire sales. The management and prevention of such calamities is our focus. We introduce the tools of political science, especially governance and institutional analysis, to help us probe the key dynamics at work. We then show that where appropriate knowledge and governance arrangements can be put in place, collective action may be arranged to help prevent the crystallization of systemic risk. We use the euro crisis to help illustrate our arguments.",2020,2020-01-01,1,Knowledge for Governance,,Systemic risk; Work (electrical); Financial market; Asset (economics); Collective action; Financial crisis; Institutional analysis; Corporate governance; Financial system,,,http://dx.doi.org/10.1007/978-3-030-47150-7_6,https://link.springer.com/chapter/10.1007/978-3-030-47150-7_6,biblio,,107-580-092-020-280,
"Martins, N.M.","Systemic risk, financial fragility, and crisis: A post-keynesian analysis based on the contribution of fernando cardim de carvalho Risco sist mico, fragilidade financeiracrise: uma an lises-keynesiana a partir da contribuide fernando cardim de carvalho","This paper discusses the concept of systemic risk and analyses its theoretical relationship with the concepts of financial crisis and financial fragility based on the contribution of Professor Fernando Cardim de Carvalho. More specifically, it analyses Cardim’s interpretation of those concepts based on the dialogue he establishes with the conventional literature and his own interpretation of Minsky’s works. We carry out a comprehensive literature review on systemic risk, focusing on the works of Professor Cardim. The post-Keynesian approach points to an intimate connection among systemic risk, financial fragility, and systemic crisis. We highlight the endogenous nature of systemic risk in this view and the prevalence of a vertical perspective on crises, according to which they affect the economic system as a whole and not only the financial system. 2020, Universidade Federal do Rio de Janeiro. All rights reserved.",2020,2020-01-01,0,Revista De Economia Contemporanea,contagion; cushions of safety; financial crisis; financial fragility; systemic risk,,,"Martins, N.M. (Instituto de Economia da Universidade Federal do Rio de Janeiro (IE-UFRJ), Rio de Janeiro, RJ, Brazil)",https://dx.doi.org/10.1590/198055272428,https://dx.doi.org/10.1590/198055272428,biblio,2-s2.0-85090674671,,
"Gortsos, C.V.",The response of the european central bank to the current pandemic crisis: monetary policy and prudential banking supervision decisions,"Immediately after the outbreak of the current pandemic crisis, the EU developed a (rather) consistent strategy, by taking measures in order to deal with health emergency needs, support economic activity and employment, preserve monetary and financial stability and prepare the ground for recovery these contain a combination of government fiscal stimuli (with extensive resort to the principle of solidarity), emergency liquidity and monetary policy measures and measures relating to financial stability. After briefly reviewing all these measures from a systematic point of view, the present article further analyses the role of the European Central Bank (ECB) during the first phase of this crisis, both in its capacity as a monetary authority within the Eurosystem and in its capacity as prudential banking supervisory authority within the Single Supervisory Mechanism (SSM), with particular emphasis on the treatment of non-performing loans (NPLs). Its specific contribution to financial macro-prudential oversight within European Systemic Risk Board (ESRB) is also highlighted.",2020,2020-09-14,6,European Company and Financial Law Review,,Monetary policy; Business; Systemic risk; Discount points; Government; Phase (combat); Order (exchange); Market liquidity; Solidarity; Financial system,,,http://dx.doi.org/10.1515/ecfr-2020-0017,https://www.degruyter.com/view/journals/ecfr/17/3-4/article-p231.xml https://ideas.repec.org/a/bpj/eucflr/v17y2020i3-4p231-256n5.html https://www.degruyter.com/document/doi/10.1515/ecfr-2020-0017/html,biblio,,034-184-213-996-028,
"Ayadi, M.A.; Ayadi, N.; Trabelsi, S.","Corporate governance, european bank performance and the financial crisis","This paper aims to analyze the effects of internal and external governance mechanisms on the performance and risk taking of banks from the Euro zone before and after the 2008 financial crisis.,To avoid macroeconomic problems and shocks and because of data availability, the authors select some countries of the Euro zone, namely, France, Belgium, Germany and Finland, during the 2004-2009 period. These countries share similar macroeconomic environments (unemployment, inflation and economic growth rates). All the data relating to the banks are manually drawn from the supervising reports submitted to banks and are available on the banks’ websites and or on that of the AMF website. The banks included in our sample are drawn from the list of European central banks on www.ecb.int,The empirical show that banks undertake tradeoffs between different governance mechanisms to alleviate the intensity of the agency conflicts between the shareholders and managers. The findings also confirm that internal mechanisms and capital regulations are complementary and significantly impact bank performance.,This analysis can be extended through studying the interaction between bondholders’ governance and shareholders’ governance and their impact on the 2008 financial crisis.,The changes in banking governance help banks find a useful and necessary way to avoid ill-considered risks that can cause a systemic risk. Therefore, some conditions should be met so that banking governance can contribute to the economic development.,Culture and mentality of good banking governance must grow as much as possible through awareness-raising, training, promotion, recognition of performance, enhancing procedure transparency and stability of good banking governance and regulations, strengthening the national capacity to fight against corruption, and preventive mechanisms.,This paper complements previous studies, mainly those of Andres and Vallelado (2008) who examine the impact of the components of the board on banking performance and of Laeven and Levine (2009) who estimate the combined effect of regulatory and ownership structure on the risk-taking of each bank.",2019,2019-03-04,8,Managerial Auditing Journal,,Shareholder; Business; Systemic risk; Unemployment; Transparency (market); Financial crisis; Risk taking; External governance; Corporate governance; Financial system,,,http://dx.doi.org/10.1108/maj-11-2017-1704,https://www.emerald.com/insight/content/doi/10.1108/MAJ-11-2017-1704/full/html https://ideas.repec.org/a/eme/majpps/maj-11-2017-1704.html,biblio,,001-845-589-432-974,
