authors,title,abstract,year,pub_date,n_cited,source,kws,auth_affils,link,links,bib_src,scopus_id
"Acharya, V.V.; Pedersen, L.; Philippon, T.; Richardson, M.",Regulating systemic risk: chapter 13: executive summary,No abstract available,2009,2009-01-01,2,"Financial Markets, Institutions and Instruments",,"Acharya, V.V. (); Pedersen, L. (); Philippon, T. (); Richardson, M. ()",https://dx.doi.org/10.1111/j.1468-0416.2009.00147_20.x,https://dx.doi.org/10.1111/j.1468-0416.2009.00147_20.x,scopus,2-s2.0-62249104512
"Chen, S.",Sham or shame: rethinking the china's milk powder scandal from a legal perspective,"The Sanlu milk powder scandal finally evolved into a nationwide dairy-industry crisis in China. This paper attempts to rethink this scandal from a legal perspective and the issue of systemic risk. The case is studied from five different perspectives, namely, China's legislation, regulatory system, supervisory system, approaches to systemic risk, and corporate social responsibility awareness. Finally, some policy implications are also considered, which form the basis of recommendations to decision-makers.",2009,2009-01-01,28,Journal of Risk Research,china's food safety regime; china's milk powder scandal; corporate social responsibility; dairy products; decision makers; health; laws and legislation; milk powder; policy implications; regulatory systems; supervisory systems; systemic risk,"Chen, S. (School of Economics and Management, Southeast University, Nanjing, China, School of Law, University of Bristol, Bristol, United Kingdom)",https://dx.doi.org/10.1080/13669870902927251,https://dx.doi.org/10.1080/13669870902927251,scopus,2-s2.0-70449585096
"Reller, A.; Bublies, T.; Staudinger, T.; Oswald, I.; Meïner, S.; Allen, M.",The mobile phone: powerful communicator and potential metal dissipator,"This article attempts to briefly evaluate the significance of mobile phones in the modern information and communication society. Furthermore, it shows the substantial success of the mobile phone industry in recent years by evaluating the increase in overall sales figures and the degree of mobile phone penetration in different societies. The study looks at the different materials, in particular rare metals, used in mobile phones. The dissipation of these materials is discussed as a consequence of the life cycle of mobile phones, especially of the after-use phase. It is claimed that the dissipation and irretrievable loss of these materials could pose a severe risk to the industry. Moreover, we conclude that under the prevailing economic practices, the scarcity of strategic metals used for very specific purposesoften in small but critical amountscould lead to shortage conflicts and economic drawbacks.",2009,2009-01-01,30,Gaia - Ecological Perspectives for Science and Society,dissipation of spice metals; information and communication society; mobile phone; raw materials use; systemic risk,"Reller, A. (University of Augsburg, Institute of Physics, Resource Strategy, Universitätsstr. la, 86159 Augsburg, Germany); Bublies, T. (UPM-Kymmene Papier Gmbh and Co. KG, Augsburg, Germany); Staudinger, T. (AIP Augsburg Integration Plus GmbH, Augsburg, Germany); Oswald, I. (Oekom Research AG, Augsburg, Germany); Meïner, S. (University of Augsburg, Institute of Physics, Resource Strategy, Augsburg, Germany); Allen, M. (German American Chamber of Commerce New York City, NY, United States)",https://dx.doi.org/10.14512/gaia.18.2.10,https://dx.doi.org/10.14512/gaia.18.2.10,scopus,2-s2.0-68849101238
"Briggs, D.J.; Sabel, C.E.; Lee, K.",Uncertainty in epidemiology and health risk and impact assessment,"Environmental epidemiology and health risk and impact assessment have long grappled with problems of uncertainty in data and their relationships. These uncertainties have become more challenging because of the complex, systemic nature of many of the risks. A clear framework defining and quantifying uncertainty is needed. Three dimensions characterise uncertainty: its nature, its location and its level. In terms of its nature, uncertainty can be both intrinsic and extrinsic. The former reflects the effects of complexity, sparseness and nonlinearity the latter arises through inadequacies in available observational data, measurement methods, sampling regimes and models. Uncertainty occurs in three locations: conceptualising the problem, analysis and communicating theMost attention has been devoted to characterising and quantifying the analysis-a wide range of statistical methods has been developed to estimate analytical uncertainties and model their propagation through the analysis. In complex systemic risks, larger uncertainties may be associated with conceptualisation of the problem and communication of the analyticalboth of which depend on the perspective and viewpoint of the observer. These imply using more participatory approaches to investigation, and more qualitative measures of uncertainty, not only to define uncertainty more inclusively and completely, but also to help those involved better understand the nature of the uncertainties and their practical implications. Springer Science Business Media B.V. 2008.",2009,2009-01-01,45,Environmental Geochemistry and Health,"communication; conceptual framework; conceptualising; conference paper; conference proceeding; environmental health; environmental impact assessment; environmental pollutants; epidemiology; estimation method; health impact; health risk; human; humans; measurement method; model; models, statistical; participatory approach; planning method; pollutant; risk assessment; sampling; statistical model; uncertainty; uncertainty analysis","Briggs, D.J. (Department of Epidemiology and Public Health, Imperial College London, Norfolk Place, London W2 1PG, United Kingdom); Sabel, C.E. (Department of Epidemiology and Public Health, Imperial College London, Norfolk Place, London W2 1PG, United Kingdom); Lee, K. (Department of Epidemiology and Public Health, Imperial College London, Norfolk Place, London W2 1PG, United Kingdom)",https://dx.doi.org/10.1007/s10653-008-9214-5,https://dx.doi.org/10.1007/s10653-008-9214-5,scopus,2-s2.0-61849185858
"Song, K.-E.; Min, Y.-K.; Lee, J.-K.; Lee, K.B.; Joo, H.J.; Kwack, K.-S.; Chung, Y.-S.",A probable case of oral bisphosphonate-associated osteonecrosis of the jaw and recovery with parathyroid hormone treatment,"Bisphosphonates are effective for treating osteoporosis, Paget's disease of bone, and malignancy-associated bone diseases. Bisphosphonate-associated osteonecrosis of the jaw (ONJ) is a rare but serious adverse effect of bisphosphonate therapy. Due to inhibitory actions on bone turnover, bisphosphonate therapy may result in the accumulation of microdamage. Case summary: A 74-year-old Korean woman (height, 150 cm weight, 51 kg) was referred to the Department of Endocrinology and Metabolism, Ajou University School of Medicine, Suwon, South Korea, for evaluation of pain and persistent abnormal exposure of jaw bone after extraction of teeth. She had been receiving weekly oral alendronate treatment for osteoporosis for years. The patient had the clinical features of bisphosphonate-associated osteonecrosis of the mandible, which was precipitated by teeth extraction 14 months prior to the outpatient referral visit. At her clinical baseline visit, serum hormone concentrations and bone turnover markers were as follows: thyroid-stimulating hormone, 0.88 μIU mL (reference range, 0.25-5.00 μIU mL) 25-hydroxyvitamin D3, 20.9 (9.0-37.6) ng mL parathyroid hormone (PTH), 57 (11-62) pg mL serum osteocalcin, 8.7 (12.9-55.9) ng mL and urine N-telopeptide 21 (26-124) nM mM creatinine. She had multiple systemic risk factors for ONJ, including older age, typediabetes mellitus, and long duration of bisphosphonate therapy. There was no mandibular lesion improvement despite repeated surgical procedures performed within a 14-month period. Bisphosphonate therapy was discontinued and PTH therapy was started. Aftermonths, exposed oral mucosa had healed. Aftermonths of treatment, the pain had completely subsided, and aftermonths the patient's eating and drinking habits returned. The serum concentration of osteocalcin, a bone formation marker, which was initially suppressed (8.7 ng mL), increased 174% (15.1 ng mL) from baseline aftermonths of treatment with PTH.Here we report a probable case of oral bisphosphonate-associated ONJ featuring suppressed bone turnover. Treatment with the bone formation-stimulating agent PTH was beneficial. 2008 Excerpta Medica Inc. All rights reserved.",2008,2008-01-01,10,Current Therapeutic Research - Clinical and Experimental,age; aged; alendronate; alendronic acid; amino terminal telopeptide; amoxicillin; amoxicillin plus clavulanic acid; article; asian; bisphosphonate; bisphosphonic acid derivative; bone necrosis; bone turnover; calcifediol; case report; citrate calcium; curettage; debridement; drug withdrawal; female; glimepiride; healing; hemoglobin a1c; human; hydrochlorothiazide; hypertension; jaw disease; non insulin dependent diabetes mellitus; osteocalcin; osteonecrosis of the jaw; osteoporosis; pain; parathyroid hormone; parathyroid hormone treatment; parathyroid hormone[1-34]; priority journal; risk factor; thyrotropin; tooth extraction; treatment duration; valsartan; vitamin d,"Song, K.-E. (Department of Endocrinology and Metabolism, Ajou University School of Medicine, Suwon, South Korea); Min, Y.-K. (Division of Endocrinology and Metabolism, Department of Medicine, Samsung Medical Center, Seoul, South Korea); Lee, J.-K. (Department of Dentistry, Ajou University School of Medicine, Suwon, South Korea); Lee, K.B. (Department of Pathology, Ajou University School of Medicine, Suwon, South Korea); Joo, H.J. (Department of Pathology, Ajou University School of Medicine, Suwon, South Korea); Kwack, K.-S. (Department of Radiology, Ajou University School of Medicine, Suwon, South Korea); Chung, Y.-S. (Department of Endocrinology and Metabolism, Ajou University School of Medicine, Suwon, South Korea)",https://dx.doi.org/10.1016/j.curtheres.2008.08.003,https://dx.doi.org/10.1016/j.curtheres.2008.08.003,scopus,2-s2.0-51049095428
"Ozaki, V.",An lise espacial da produtividade agr cola no estado do paranimplica es paraseguro agr cola,"This paper analyses the spatial pattern of the agricultural yield data. Using the spatial statistics, it is possible to estimate some parameters of the semivariogram to study the problem of the systemic risk, which has great implications for the crop insurance program in Brazil. In particular, the ""range"" parameter was estimated. This parameter measures the distance, in which the spatial correlation tends to zero. For the empirical analysis, county yield data was used provided by IBGE, for soybean and corn, in the state of Paranthrough 1990 and 2002. The showed that there is spatial dependence in every year analysed, going to zero in relatively long distances (in km). 2009 Sociedade Brasileira de EconomiaSociologia Rural.",2008,2008-01-01,3,Revista De Economia E Sociologia Rural,crop insurance; semivarioram; spatial correlation; systemic risk,"Ozaki, V. (Departamento de Ciências Exatas, Matemática e Estatística da Esalq/USP, Brazil)",https://dx.doi.org/10.1590/S0103-20032008000300011,https://dx.doi.org/10.1590/S0103-20032008000300011,scopus,2-s2.0-70949107994
"Renn, O.; Keil, F.",Approaching systemic risks Systemische risiken: versuch einer charakterisierung,"In recent years systemic risks have been discussed as a novel risk type that is closely related to the increasing complexity and interconnectedness of globalised societies and for which the established routines of risk management are likely to fail. Systemic risks challenge the classic approach of calculating probabilities and the extent of losses as the basis for risk relevant decisions as well as the principle of containing the impacts of an anticipated risk eventa principle that still dominates most concepts of risk management. This introductory article to the thematic focus ""systemic risks"" in the current issue of GAIA presents a general characterisation of systemic risks on the basis of the current state of risk research. It then draws for specific demands on risk analysis, risk management, and risk communication. The argumentation focuses on the issue of side effects, as well as on the processes of risk amplification by means of risk relocation and risk communication.",2008,2008-01-01,16,Gaia - Ecological Perspectives for Science and Society,risk amplification; risk communication; risk governance; social-ecological research; systemic risk,"Renn, O. (Universität Stuttgart, Institut für Sozialwissenschaften, Abteilung für Technik- und Umweltsoziologie, Seidenstr. 36, 70174 Stuttgart, Germany); Keil, F. (Institut für Sozial-ökologische Forschung (ISOE), Frankfurt am Main, Germany)",https://dx.doi.org/10.14512/gaia.17.4.9,https://dx.doi.org/10.14512/gaia.17.4.9,scopus,2-s2.0-57849122147
"Kumar, A.; Gopalakrishnan, K.; Sinha, S.",Combination photodynamic therapy and intravitreal ranibizumab in neovascular age-related macular degeneration in a north indian population a pilot study,"Purpose: To evaluate photodynamic therapy (PDT) with verteporfin along with intravitreal ranibizumab in treatment of neovascular age-related macular degeneration. Methods: This prospective interventional care series included 16 patients (17 eyes) of choroidal neovascularization secondary to neovascular age-related macular degeneration who were treated with PDT with verteporfin followed by an injection of 0.5 mg ranibizumab on the same day. The main outcome measures were best corrected visual acuity as recorded by both Snellen and Early Treatment Diabetic Retinopathy Study (ETDRS) charts (logMAR), contrast sensitivity (Pelli-Robson Chart), retreatment frequency, and frequency of side effects.Seventeen eyes underwent PDT with verteporfin and intravitreal 0.5 mg ranibizumab, following PDT. Patients were followed up every month for a total period ofmonths. Initial visual acuity ranged from CF to 20 32 and final acuity ranged from CF to 20 20. Visual acuity stabilized (gain loss lines) in 14 out of 17 eyes (82.35%) and improved inout of 17(17.65%). Contrast sensitivity improved in 15 out of17 eyes (82.24%) There were no cases of ocular systemic adverse events. Retreatment was required in onlyout of 17 cases (11.76%) with a single injection of intravitreal ranibizumab. Conclusion: The combination of PDT with intravitreal ranibizumab improves contrast sensitivity and stabilizes vision and reduces the number of retreatments, without significant ocular systemic risks. RETINA 28:1296-1301, 2008 Copyright by Ophthalmic Communications Society, Inc. Unauthorized reproduction of this article is prohibited.",2008,2008-01-01,7,Retina,"adult; age-related macular degeneration (amd); aged; aged, 80 and over; antibodies, monoclonal; article; choroidal neovascularization; clinical article; combination therapy; contrast sensitivity; controlled study; diabetic retinopathy; female; follow up; follow-up studies; human; humans; india; injection; injections; intervention study; intravitreal ranibizumab; macular degeneration; male; middle aged; monoclonal antibody; outcome assessment; pathophysiology; photochemotherapy; photodynamic therapy; photosensitizing agent; photosensitizing agents; pilot projects; pilot study; porphyrin; porphyrins; prospective studies; prospective study; ranibizumab; retina macula age related degeneration; retina macula degeneration; retreatment; slit lamp; statistics; subretinal neovascularization; treatment duration; verteporfin; visual acuity; visual impairment; vitreous body","Kumar, A. (Centre for Ophthalmic Sciences, All India Institute of Medical Sciences, New Delhi, IN, India, D-66, Malcha Marg, Chankya Puri, New Delhi, India); Gopalakrishnan, K. (Centre for Ophthalmic Sciences, All India Institute of Medical Sciences, New Delhi, IN, India); Sinha, S. (Centre for Ophthalmic Sciences, All India Institute of Medical Sciences, New Delhi, IN, India)",https://dx.doi.org/10.1097/IAE.0b013e3181814482,https://dx.doi.org/10.1097/IAE.0b013e3181814482,scopus,2-s2.0-67649221288
"Hu, H.T.C.; Black, B.","Debt, equity and hybrid decoupling: governance and systemic risk implications","We extend here our prior work, which focused on equity decoupling (Hu and Black, 2006, 2007, 2008), by providing a systematic treatment of debt decoupling and an initial exploration of hybrid decoupling. Equity decoupling involves unbundling of economic, voting, and sometimes other rights customarily associated with shares, often in ways that may permit avoidance of disclosure and other obligations. We discuss a new U.S. court decision which will likely curtail the use of equity decoupling strategies to avoid large shareholder disclosure rules. Debt decoupling involving the unbundling of the economic rights, contractual control rights, and legal and other rights normally associated with debt, through credit derivatives and securitisation. Corporations can have empty and hidden creditors, just as they can have empty and hidden shareholders. 'Hybrid decoupling' across standard equity and debt categories is also possible. All forms of decoupling appear to be increasingly common. Debt decoupling can pose risks at the firm level for what can be termed 'debt governance'the overall relationship between creditor and debtor, including creditors' exercise of contractual and legal rights with respect to firms and other borrowers. Widespread debt decoupling can also involve externalities and therefore create systemic financial risks we explore those risks. 2008 The Authors.",2008,2008-01-01,97,European Financial Management,cdos; credit default swaps; debt decoupling; disclosure; empty voting; equity decoupling; equity swaps; hidden ownership; hybrid decoupling; securities and exchange commission; securitisation; systemic risk,"Hu, H.T.C. (University of Texas, Law School, TX, United States); Black, B. (University of Texas, Law School, McCombs School of Business, TX, United States)",https://dx.doi.org/10.1111/j.1468-036X.2008.00450.x,https://dx.doi.org/10.1111/j.1468-036X.2008.00450.x,scopus,2-s2.0-49849090078
"Fankhauser, S.; Agrawala, S.; Hanrahan, D.; Pope, G.; Skees, J.; Stephens, C.; Yasmine, S.",Economic and policy instruments to promote adaptation,"Adaptation to climate change will comprise of thousands of actions by households, firms, governments, and civil society. This chapter provides some pointers as to how smart policy can turn private initiative into a force for adaptation. It focuses on three instruments: Insurance, environmental markets and public private partnerships. Insurance has a long track record as a way to share weather risks. However, as climate damages grow insurance will become riskier. Public policy measures will be needed to overcome this problem, for example through publicly funded adaptation measures that bring down risks or by sharing the most extreme layer of risks with commercial insurers. Public policy should not, however, subsidise the systemic risks, as this may sustain activities that become progressively less viable under the changing climate. Environmental markets and pricing have a key role to play in the preservation of natural systems, even without climate change. They incentivise owners to preserve natural assets and consumers to use them carefully. From an adaptation point of view, environmental markets and pricing serve two main purposes. First, they reduce baseline stress, making systems more resilient. Second, they can help to monetise the adaptation services provided by ecosystems. Public Private Partnerships (PPPs), meanwhile, can help to overcome operational constraints and accelerate investment in infrastructure, which will likely be the most expensive part of adaptation and, therefore, put considerable strain on the administrative and financial capacity of governments. PPPs may also play a role in research and development and the search for better adaptation technologies. OECD 2008.",2008,2008-01-01,13,"Economic Aspects of Adaptation to Climate Change: Costs, Benefits and Policy Instruments",,"Fankhauser, S. (); Agrawala, S. (); Hanrahan, D. (); Pope, G. (); Skees, J. (); Stephens, C. (); Yasmine, S. ()",https://dx.doi.org/10.1787/9789264046214-5-en,https://dx.doi.org/10.1787/9789264046214-5-en,scopus,2-s2.0-84855893174
"Cicha, I.; Goppelt-Struebe, M.; Yilmaz, A.; Daniel, W.G.; Garlichs, C.D.",Endothelial dysfunction and monocyte recruitment in cells exposed to non-uniform shear stress,"Atherosclerosis from a combination of local blood flow patterns and systemic risk factors. We investigated whether non-uniform shear stress at bifurcations induces pro-atherogenic endothelial dysfunction and monocyte recruitment. Bifurcating flow-through cell culture slides were used to expose HUVECs to laminar or non-uniform shear stress for 18at 10 dyne cm 2. For the adhesion assay, HUVECs were subsequently perfused with medium containing THP-1 monocytes forh. Protein expression was determined by immunofluorescence. In areas exposed to laminar shear stress, alignment of endothelial cells with the flow was observed, accompanied by upregulation of eNOS and downregulation of connective tissue growth factor (CTGF). In contrast, cells exposed to non-uniform shear stress near the outer walls of bifurcations were characterized by irregular, unaligned shape, induction of endothelin-1 and CTGF, as well as reduced eNOS expression. These atherogenic effects of non-uniform shear stress were prevented when cells were treated with statins (1 μmol l) during flow. Under non-uniform shear stress, a slight induction of VCAM-1, ICAM-1, and E- P-selectin was observed. In agreement with this, monocyte recruitment, which was nearly undetectable under laminar shear stress, was moderately induced by non-uniform shear stress (P lt 0.02). In conclusion, inhibition of antioxidative eNOS and upregulation of atherogenic proteins is the first step in non-uniform shear stress-mediated endothelial dysfunction, which in vivo in the presence of atherogenic risk factors may further enhance monocyte recruitment into the artery wall. 2008IOS Press and the authors. All rights reserved.",2008,2008-01-01,30,Clinical Hemorheology and Microcirculation,"antioxidants; cell adhesion; cell culture; cells, cultured; conference paper; connective tissue growth factor; controlled study; e-selectin; embryo; endothelial dysfunction; endothelial leukocyte adhesion molecule 1; endothelial nitric oxide synthase; endothelin 1; endothelium cell; endothelium, vascular; enzyme inhibition; human; human cell; humans; immunofluorescence; intercellular adhesion molecule 1; intercellular adhesion molecule-1; microscopy, fluorescence; monocyte; monocyte adhesion; monocytes; p-selectin; padgem protein; protein expression; shear stress; simvastatin; statins; stress, mechanical; time factors; vascular cell adhesion molecule 1; vascular cell adhesion molecule-1","Cicha, I. (Medical Clinic 2, University of Erlangen-Nuremberg, Erlangen, Germany, Laboratory of Molecular Cardiology, Medical Clinic 2, University of Erlangen-Nuremberg, Schwabachanlage 10, 91054 Erlangen, Germany); Goppelt-Struebe, M. (Medical Clinic 4, University of Erlangen-Nuremberg, Erlangen, Germany); Yilmaz, A. (Medical Clinic 2, University of Erlangen-Nuremberg, Erlangen, Germany); Daniel, W.G. (Medical Clinic 2, University of Erlangen-Nuremberg, Erlangen, Germany); Garlichs, C.D. (Medical Clinic 2, University of Erlangen-Nuremberg, Erlangen, Germany)",https://dx.doi.org/10.3233/CH-2008-1074,https://dx.doi.org/10.3233/CH-2008-1074,scopus,2-s2.0-47849085625
"Kramer, A.; Hübner, N.; Below, H.; Heidecke, C.-D.; Assadian, O.",Improving adherence to surgical hand preparation,"Summary: At present, no universal agreement on detailed practice for surgical hand preparation exists. In order to fill this gap, in 2002 a Franco-German recommendation for surgical hand preparation was published as a first step towards a generally accepted European recommendation. Based on an assessment of the actual literature, a protocol for surgical hand preparation is discussed with the aim to recommend evidence-based standard procedures including prerequisites, washing and disinfection phase, and its practical implementation. In contrast to hygienic hand disinfection, for surgical hand preparation compliance is not an issue, since it mostly is regarded as a ceremony which is carried out without exception. Nevertheless, the following factors influence acceptance and efficacy: skin tolerance, ease of use, duration of procedure, and recommended time), potential for impaired efficacy due to incorrect performance of the procedure, possibility of systemic risks and irritating potential by applied preparations, religious restrictions, ecological aspects, costs and safety. Here, we report our experience with the of a new hand preparation regime in all surgical disciplines in our university hospital based on the above factors. The following statements were evaluated: The immediate efficacy of an alcohol-based hand disinfectant is impaired by a preceding hand wash for up to 10 minutes. Therefore hands should not be routinely washed before the disinfection period unless there is a good reason for it such as visible soiling. A shortened application time (1.5 minutes) is equal tomin in terms of efficacy. Hands should be air dried before gloves are put on, otherwise the perforation rate of gloves will increase. The efficacy of alcohol-based disinfectants is significantly higher when hands are allowed to dry forminute after the washing phase and before the disinfection phase. To clarify the above questions before the establishment of the modified technique, the surgical team was invited to a meeting. As a result, the heads of surgical departments supported the new technique and decided to change their practice. 2008 The Hospital Infection Society.",2008,2008-01-01,22,Journal of Hospital Infection,2 propanol; alcohol; anaphylaxis; article; chlorhexidine; clinical protocol; clinical trial; compliance; contact dermatitis; disinfectant agent; disinfection; dry skin; evidence based medicine; experimental-based surgical hand disinfection; france; germany; hand washing; hospital cost; human; infection risk; intermethod comparison; medical education; nonhuman; post surgical hand hygiene; postoperative period; povidone iodine; practice guideline; preoperative period; propanol; religion; safety; skin defect; skin irritation; soap; sulfur; surgical hand preparation; surgical infection; surgical ward; triclosan,"Kramer, A. (Institute of Hygiene and Environmental Medicine, Ernst Moritz Arndt University Greifswald); Hübner, N. (Institute of Hygiene and Environmental Medicine, Ernst Moritz Arndt University Greifswald); Below, H. (Institute of Hygiene and Environmental Medicine, Ernst Moritz Arndt University Greifswald); Heidecke, C.-D. (Department of Surgery, Ernst Moritz Arndt University Greifswald, Germany); Assadian, O. (Clinical Institute for Hygiene and Medical Microbiology, Medical University of Vienna, Department of Hospital Hygiene, Vienna, Austria, Prince Court Medical Centre, Kuala Lumpur, Malaysia)",https://dx.doi.org/10.1016/S0195-6701(08)60009-2,https://dx.doi.org/10.1016/S0195-6701(08)60009-2,scopus,2-s2.0-55449113531
"González, J.A.M.; Coll, W.A.",Periodontal diseases during pregnancy A bibliographic review Enfermedad periodontalembarazo (Revision bibliografica),"A bibliographic review is performed in order to increase our knowledge about periodontal diseases during pregnancy. Having as an intention to confirm our current criterion on the subject, with the consideration that female sexual hormones are a predisposing factor and their increase during this stage permit the appearance of vascular, cellular, microbiological and immune alterations, which create a different clinical reaction in the patient. Periodontal diseases generate a permanent deposit of microorganisms and bacterial products which can cause a systemic risk. Periodontal diseases cause an increase in the intramniotic concentration of PGE-2and alpha TNF, physiologic mediators of the delivery process, so it can put forward delivery. Longitudinal studies in humans are needed to establish the association between periodontal infection and risk pregnancy. If such hypothesis could be confirmed then, periodontal diseases could be considered as risk factors for low birth weight and premature labor.",2008,2008-01-01,2,Revista Habanera De Ciencias Medicas,female sexual hormones; periodontal disease; premature labor,"González, J.A.M. (Periodoncia, Clínica Estomatológica Docente Habana Vieja, Lamp.num. 420 apto. 2 entre Ber. y Vil., Ciudad de La Habana, Cuba, Clínica Estomatológica Docente de Habana Vieja); Coll, W.A. (Medicina General Integral, Medicina Interna, Cuidados Intensivos, Hospital Hermanos Ameijeiras, Edificio núm. 24 apto. 204. Habana del Este, Ciudad de La Habana, Cuba, Clínica Estomatológica Docente de Habana Vieja)",https://dx.doi.org/,https://dx.doi.org/,scopus,2-s2.0-84894052188
"Heimonen, A.; Rintamaki, H.; Furuholm, J.; Janket, S.-J.; Kaaja, R.; Meurman, J.H.",Postpartum oral health parameters in women with preterm birth,"has been suggested that poor oral health and periodontal disease, in particular, associate with adverse birth outcomes. However, previous reports on the topic are conflicting. The of the present cross-sectional study was therefore to compare the oral health parameters of a racially and socio-economically homogeneous group of women who gave birth before 259 gestational days (37 weeks) with those of women who went full-term. Material and Methods. We studied various dental parameters, including prevalence of dental caries, gingival bleeding on probing, the probing periodontal pocket depths, and the carriage of periodontal pathogens in 328 all-Caucasian women with singleton births. Seventy-seven of the women had preterm births, while 251 had full-term. Dental data were recorded withindays postpartum and analyzed with data from medical history, prenatal care, and delivery records.Preterm mothers had more dental caries (93.5%) than full-term mothers (85.3%) when assessed as carious teeth in the mouth (p 0.06). In clinical and microbiological periodontal health parameters, however, no differences could be seen between the preterm and full-term mothers. Primiparity, low weight-gain, and antimicrobial drug use during pregnancy were the significant predictors for preterm birth.Although we cannot make any causal linkage, the oral health parameters were no different in women who experienced preterm births compared with those who had full-term births in this cohort. Only established systemic risk factors explained the preterm birth. 2008 Informa UK Ltd. (Informa Healthcare, Taylor Francis As).",2008,2008-01-01,26,Acta Odontologica Scandinavica,adolescent; adult; antiinfective agent; article; case-control studies; controlled study; cross-sectional studies; dental caries; dental health; female; gestational age; gingiva bleeding; health status; human; humans; major clinical study; medical record; mouth hygiene; oral health; oral health status; periodontal diseases; periodontal index; periodontal micro-organisms; periodontitis; pregnancy; pregnancy complications; pregnancy outcome; premature birth; premature labor; prenatal care; prevalence; reference values; risk factors; socioeconomics; weight gain; young adult,"Heimonen, A. (Institute of Dentistry, University of Helsinki, Helsinki, Finland, Institute of Dentistry, Oulu University and Hospital, Oulu, Finland, Institute of Dentistry, University of Oulu, P.O. Box 5281, FIN-90014 Oulu, Finland, Department of Oral and Maxillofacial Diseases, Helsinki University Central Hospital, Helsinki, Finland); Rintamaki, H. (Tuusula Health Department, Tuusula, Finland); Furuholm, J. (Institute of Dentistry, University of Helsinki, Helsinki, Finland, Department of Oral and Maxillofacial Diseases, Helsinki University Central Hospital, Helsinki, Finland); Janket, S.-J. (Department of General Dentistry, Boston University, MA, United States); Kaaja, R. (Gynaecology and Obstetrics, Helsinki University Central Hospital, Helsinki, Finland); Meurman, J.H. (Institute of Dentistry, University of Helsinki, Helsinki, Finland, Department of Oral and Maxillofacial Diseases, Helsinki University Central Hospital, Helsinki, Finland)",https://dx.doi.org/10.1080/00016350802307620,https://dx.doi.org/10.1080/00016350802307620,scopus,2-s2.0-57349133780
"Lorenz, J.; Battiston, S.",Systemic risk in a network fragility model analyzed with probability density evolution of persistent random walks,"We study the mean field approximation of a recent model of cascades on networks relevant to the investigation of systemic risk control in financial networks. In the model, the hypothesis of a trend reinforcement in the stochastic process describing the fragility of the nodes, induces a trade-off in the systemic risk with respect to the density of the network. Increasing the average link density, the network is first less exposed to systemic risk, while above an intermediate value the systemic risk increases. This result offers a simple explanation for the emergence of instabilities in financial systems that get increasingly interwoven. In this paper, we study the dynamics of the probability density function of the average fragility. This converges to a unique stationary distribution which can be computed numerically and can be used to estimate the systemic risk as a function of the parameters of the model. American Institute of Mathematical Sciences.",2008,2008-01-01,12,Networks and Heterogeneous Media,birkhoff-jentzsch theorem; economic and social effects; financial networks; financial system; mean field approximation; mean-field approximation; network fragilities; persistent random walk; probability density evolutions; probability density function; random processes; risk perception; risks; stationary distribution; stochastic models; stochastic process; stochastic systems,"Lorenz, J. (Department of Systems Design, ETH Zürich, Kreuzplatz 5, 8032 Zürich, Switzerland); Battiston, S. (Department of Systems Design, ETH Zürich, Kreuzplatz 5, 8032 Zürich, Switzerland)",https://dx.doi.org/10.3934/nhm.2008.3.185,https://dx.doi.org/10.3934/nhm.2008.3.185,scopus,2-s2.0-56649089440
"Kapadia, A.; Jayadev, A.","The credit crisis: where it came from, what happened, and how it might end","Massive deregulation in the United States allowed non-banks to function like banks, exposing the institutional fragility particular to banking. This unprecedented scale of deregulation and the concomitant absence of systemic risk controls were facilitated by a radically lopsided political economy in the North. This was, in turn, held up by an extremely lopsided global division of labour. Export-surplus-fuelled liquidity and excessive deregulation combined to exacerbate the cyclical nature of banking systems that follow from the credit nature of money, leading to massive booms and searing busts. Layer upon unstable layer, these interacting dynamics have imperilled our world system and brought us to the brink. Each dynamic will now have to be rebalanced, a difficult political task.",2008,2008-01-01,3,Economic and Political Weekly,,"Kapadia, A. (Department of Anthropology, Columbia University, New York, United States); Jayadev, A. (Department of Anthropology, Columbia University, New York, United States, Department of Economics, University of Massachusetts, Boston, United States)",https://dx.doi.org/,https://dx.doi.org/,scopus,2-s2.0-84875494244
